group	x	xend	y	yend
1	0.3591335	196.8931975	-0.173267347103285	-0.173267347103285
2	0.3591335	69.9539025	-0.462947787901315	-0.462947787901315
3	69.9539025	196.8931975	0.0226929510836182	0.0226929510836182
4	0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
5	2.2157475	69.9539025	-0.470485712674077	-0.470485712674077
6	69.9539025	196.8931975	0.0226929510836182	0.0226929510836182
7	0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
8	2.2157475	37.4759135	-0.446117812856216	-0.446117812856216
9	37.4759135	69.9539025	-0.50241606415955	-0.50241606415955
10	69.9539025	196.8931975	0.0226929510836182	0.0226929510836182
11	0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
12	2.2157475	29.3521765	-0.478711822514997	-0.478711822514997
13	29.3521765	29.9905805	-0.0649174766813385	-0.0649174766813385
14	29.9905805	69.9539025	-0.475189899091715	-0.475189899091715
15	69.9539025	196.8931975	0.0226929510836182	0.0226929510836182
16	0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
17	2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
18	12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
19	18.2514195	37.4759135	-0.396395169309358	-0.396395169309358
20	37.4759135	69.9539025	-0.50241606415955	-0.50241606415955
21	69.9539025	196.8931975	0.0226929510836182	0.0226929510836182
22	0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
23	2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
24	12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
25	18.2514195	37.4759135	-0.396395169309358	-0.396395169309358
26	37.4759135	38.8143905	-0.790858602161408	-0.790858602161408
27	38.8143905	69.9539025	-0.492114544945198	-0.492114544945198
28	69.9539025	196.8931975	0.0226929510836182	0.0226929510836182
29	0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
30	2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
31	12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
32	18.2514195	37.4759135	-0.396395169309358	-0.396395169309358
33	37.4759135	69.9539025	-0.50241606415955	-0.50241606415955
34	69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
35	114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
36	116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
37	0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
38	2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
39	12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
40	18.2514195	37.4759135	-0.396395169309358	-0.396395169309358
41	37.4759135	38.8143905	-0.790858602161408	-0.790858602161408
42	38.8143905	69.9539025	-0.492114544945198	-0.492114544945198
43	69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
44	114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
45	116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
46	0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
47	2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
48	12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
49	18.2514195	37.4759135	-0.396395169309358	-0.396395169309358
50	37.4759135	44.8900195	-0.580662183498503	-0.580662183498503
51	44.8900195	46.6567065	-0.307961415900803	-0.307961415900803
52	46.6567065	69.9539025	-0.504291912022896	-0.504291912022896
53	69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
54	114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
55	116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
56	0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
57	2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
58	12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
59	18.2514195	37.4759135	-0.396395169309358	-0.396395169309358
60	37.4759135	44.8900195	-0.580662183498503	-0.580662183498503
61	44.8900195	46.6567065	-0.307961415900803	-0.307961415900803
62	46.6567065	47.5179695	-0.77595972578207	-0.77595972578207
63	47.5179695	69.9539025	-0.489199255702942	-0.489199255702942
64	69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
65	114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
66	116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
67	0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
68	2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
69	12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
70	18.2514195	37.4759135	-0.396395169309358	-0.396395169309358
71	37.4759135	39.7701675	-0.694068212657902	-0.694068212657902
72	39.7701675	40.5368585	-0.254977850962736	-0.254977850962736
73	40.5368585	44.8900195	-0.605380252052745	-0.605380252052745
74	44.8900195	46.6567065	-0.307961415900803	-0.307961415900803
75	46.6567065	69.9539025	-0.504291912022896	-0.504291912022896
76	69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
77	114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
78	116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
79	0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
80	2.2157475	12.7438475	-0.46736370154084	-0.46736370154084
81	12.7438475	18.2514195	-0.67137265974548	-0.67137265974548
82	18.2514195	37.4759135	-0.396395169309358	-0.396395169309358
83	37.4759135	39.7701675	-0.694068212657902	-0.694068212657902
84	39.7701675	40.5368585	-0.254977850962736	-0.254977850962736
85	40.5368585	44.8900195	-0.605380252052745	-0.605380252052745
86	44.8900195	46.6567065	-0.307961415900803	-0.307961415900803
87	46.6567065	47.5179695	-0.77595972578207	-0.77595972578207
88	47.5179695	69.9539025	-0.489199255702942	-0.489199255702942
89	69.9539025	114.2750635	0.0425368507762813	0.0425368507762813
90	114.2750635	116.2327125	-0.362157939675895	-0.362157939675895
91	116.2327125	196.8931975	0.0200454205235111	0.0200454205235111
92	0.3591335	2.2157475	-0.210427308013811	-0.210427308013811
93	2.2157475	29.3521765	-0.478711822514997	-0.478711822514997
94	29.3521765	29.9905805	-0.0649174766813385	-0.0649174766813385
95	29.9905805	31.3760565	-0.490835627206223	-0.490835627206223
96	31.3760565	37.4759135	-0.333166282520841	-0.333166282520841
97	37.4759135	39.7701675	-0.694068212657902	-0.694068212657902
98	39.7701675	40.5368585	-0.254977850962736	-0.254977850962736
99	40.5368585	44.8900195	-0.605380252052745	-0.605380252052745
100	44.8900195	46.6567065	-0.307961415900803	-0.307961415900803
