group	x	xend	y	yend
1	1.4724755	242.8010185	-0.0209215304340974	-0.0209215304340974
2	1.4724755	45.1646255	0.351231083335796	0.351231083335796
3	45.1646255	242.8010185	-0.0999798577116396	-0.0999798577116396
4	1.4724755	114.0421115	0.131187692177153	0.131187692177153
5	114.0421115	163.3230035	-0.453490839476279	-0.453490839476279
6	163.3230035	242.8010185	0.00303570908258694	0.00303570908258694
7	1.4724755	45.1646255	0.351231083335796	0.351231083335796
8	45.1646255	114.0421115	0.00588520554514764	0.00588520554514764
9	114.0421115	163.3230035	-0.453490839476279	-0.453490839476279
10	163.3230035	242.8010185	0.00303570908258694	0.00303570908258694
11	1.4724755	45.1646255	0.351231083335796	0.351231083335796
12	45.1646255	114.0421115	0.00588520554514764	0.00588520554514764
13	114.0421115	159.0010955	-0.426212837173943	-0.426212837173943
14	159.0010955	163.3230035	-0.666259257434501	-0.666259257434501
15	163.3230035	242.8010185	0.00303570908258694	0.00303570908258694
16	1.4724755	45.1646255	0.351231083335796	0.351231083335796
17	45.1646255	114.0421115	0.00588520554514764	0.00588520554514764
18	114.0421115	156.5677825	-0.447813047347529	-0.447813047347529
19	156.5677825	159.0010955	-0.30741168121922	-0.30741168121922
20	159.0010955	163.3230035	-0.666259257434501	-0.666259257434501
21	163.3230035	242.8010185	0.00303570908258694	0.00303570908258694
22	1.4724755	45.1646255	0.351231083335796	0.351231083335796
23	45.1646255	114.0421115	0.00588520554514764	0.00588520554514764
24	114.0421115	126.7247165	-0.376525724224799	-0.376525724224799
25	126.7247165	154.5368745	-0.498885844893864	-0.498885844893864
26	154.5368745	159.0010955	-0.328145113262844	-0.328145113262844
27	159.0010955	163.3230035	-0.666259257434501	-0.666259257434501
28	163.3230035	242.8010185	0.00303570908258694	0.00303570908258694
29	1.4724755	45.1646255	0.351231083335796	0.351231083335796
30	45.1646255	114.0421115	0.00588520554514764	0.00588520554514764
31	114.0421115	124.7175465	-0.419570687362531	-0.419570687362531
32	124.7175465	126.7247165	-0.247390834811606	-0.247390834811606
33	126.7247165	154.5368745	-0.498885844893864	-0.498885844893864
34	154.5368745	159.0010955	-0.328145113262844	-0.328145113262844
35	159.0010955	163.3230035	-0.666259257434501	-0.666259257434501
36	163.3230035	242.8010185	0.00303570908258694	0.00303570908258694
37	1.4724755	45.1646255	0.351231083335796	0.351231083335796
38	45.1646255	114.0421115	0.00588520554514764	0.00588520554514764
39	114.0421115	124.7175465	-0.419570687362531	-0.419570687362531
40	124.7175465	126.7247165	-0.247390834811606	-0.247390834811606
41	126.7247165	154.5368745	-0.498885844893864	-0.498885844893864
42	154.5368745	159.0010955	-0.328145113262844	-0.328145113262844
