y	yend	showSelected2	group
-1.97143084780323	0.984771612385425	2	1
-1.97143084780323	0.984771612385425	3	2
-1.97143084780323	0.984771612385425	3	3
-1.97143084780323	0.984771612385425	4	4
-1.97143084780323	0.984771612385425	4	5
-1.97143084780323	0.984771612385425	4	6
-1.97143084780323	0.984771612385425	5	7
-1.97143084780323	0.984771612385425	5	8
-1.97143084780323	0.984771612385425	5	9
-1.97143084780323	0.984771612385425	5	10
-1.97143084780323	0.984771612385425	6	11
-1.97143084780323	0.984771612385425	6	12
-1.97143084780323	0.984771612385425	6	13
-1.97143084780323	0.984771612385425	6	14
-1.97143084780323	0.984771612385425	6	15
-1.97143084780323	0.984771612385425	7	16
-1.97143084780323	0.984771612385425	7	17
-1.97143084780323	0.984771612385425	7	18
-1.97143084780323	0.984771612385425	7	19
-1.97143084780323	0.984771612385425	7	20
-1.97143084780323	0.984771612385425	7	21
-1.97143084780323	0.984771612385425	8	22
-1.97143084780323	0.984771612385425	8	23
-1.97143084780323	0.984771612385425	8	24
-1.97143084780323	0.984771612385425	8	25
-1.97143084780323	0.984771612385425	8	26
-1.97143084780323	0.984771612385425	8	27
-1.97143084780323	0.984771612385425	8	28
-1.97143084780323	0.984771612385425	9	29
-1.97143084780323	0.984771612385425	9	30
-1.97143084780323	0.984771612385425	9	31
-1.97143084780323	0.984771612385425	9	32
-1.97143084780323	0.984771612385425	9	33
-1.97143084780323	0.984771612385425	9	34
-1.97143084780323	0.984771612385425	9	35
-1.97143084780323	0.984771612385425	9	36
-1.97143084780323	0.984771612385425	10	37
-1.97143084780323	0.984771612385425	10	38
-1.97143084780323	0.984771612385425	10	39
-1.97143084780323	0.984771612385425	10	40
-1.97143084780323	0.984771612385425	10	41
-1.97143084780323	0.984771612385425	10	42
-1.97143084780323	0.984771612385425	10	43
-1.97143084780323	0.984771612385425	10	44
-1.97143084780323	0.984771612385425	10	45
-1.97143084780323	0.984771612385425	11	46
-1.97143084780323	0.984771612385425	11	47
-1.97143084780323	0.984771612385425	11	48
-1.97143084780323	0.984771612385425	11	49
-1.97143084780323	0.984771612385425	11	50
-1.97143084780323	0.984771612385425	11	51
-1.97143084780323	0.984771612385425	11	52
-1.97143084780323	0.984771612385425	11	53
-1.97143084780323	0.984771612385425	11	54
-1.97143084780323	0.984771612385425	11	55
-1.97143084780323	0.984771612385425	12	56
-1.97143084780323	0.984771612385425	12	57
-1.97143084780323	0.984771612385425	12	58
-1.97143084780323	0.984771612385425	12	59
-1.97143084780323	0.984771612385425	12	60
-1.97143084780323	0.984771612385425	12	61
-1.97143084780323	0.984771612385425	12	62
-1.97143084780323	0.984771612385425	12	63
-1.97143084780323	0.984771612385425	12	64
-1.97143084780323	0.984771612385425	12	65
-1.97143084780323	0.984771612385425	12	66
-1.97143084780323	0.984771612385425	13	67
-1.97143084780323	0.984771612385425	13	68
-1.97143084780323	0.984771612385425	13	69
-1.97143084780323	0.984771612385425	13	70
-1.97143084780323	0.984771612385425	13	71
-1.97143084780323	0.984771612385425	13	72
-1.97143084780323	0.984771612385425	13	73
-1.97143084780323	0.984771612385425	13	74
-1.97143084780323	0.984771612385425	13	75
-1.97143084780323	0.984771612385425	13	76
-1.97143084780323	0.984771612385425	13	77
-1.97143084780323	0.984771612385425	13	78
-1.97143084780323	0.984771612385425	14	79
-1.97143084780323	0.984771612385425	14	80
-1.97143084780323	0.984771612385425	14	81
-1.97143084780323	0.984771612385425	14	82
-1.97143084780323	0.984771612385425	14	83
-1.97143084780323	0.984771612385425	14	84
-1.97143084780323	0.984771612385425	14	85
-1.97143084780323	0.984771612385425	14	86
-1.97143084780323	0.984771612385425	14	87
-1.97143084780323	0.984771612385425	14	88
-1.97143084780323	0.984771612385425	14	89
-1.97143084780323	0.984771612385425	14	90
-1.97143084780323	0.984771612385425	14	91
-1.97143084780323	0.984771612385425	15	92
-1.97143084780323	0.984771612385425	15	93
-1.97143084780323	0.984771612385425	15	94
-1.97143084780323	0.984771612385425	15	95
-1.97143084780323	0.984771612385425	15	96
-1.97143084780323	0.984771612385425	15	97
-1.97143084780323	0.984771612385425	15	98
-1.97143084780323	0.984771612385425	15	99
-1.97143084780323	0.984771612385425	15	100
-1.97143084780323	0.984771612385425	15	101
-1.97143084780323	0.984771612385425	15	102
-1.97143084780323	0.984771612385425	15	103
-1.97143084780323	0.984771612385425	15	104
-1.97143084780323	0.984771612385425	15	105
-1.97143084780323	0.984771612385425	16	106
-1.97143084780323	0.984771612385425	16	107
-1.97143084780323	0.984771612385425	16	108
-1.97143084780323	0.984771612385425	16	109
-1.97143084780323	0.984771612385425	16	110
-1.97143084780323	0.984771612385425	16	111
-1.97143084780323	0.984771612385425	16	112
-1.97143084780323	0.984771612385425	16	113
-1.97143084780323	0.984771612385425	16	114
-1.97143084780323	0.984771612385425	16	115
-1.97143084780323	0.984771612385425	16	116
-1.97143084780323	0.984771612385425	16	117
-1.97143084780323	0.984771612385425	16	118
-1.97143084780323	0.984771612385425	16	119
-1.97143084780323	0.984771612385425	16	120
-1.97143084780323	0.984771612385425	17	121
-1.97143084780323	0.984771612385425	17	122
-1.97143084780323	0.984771612385425	17	123
-1.97143084780323	0.984771612385425	17	124
-1.97143084780323	0.984771612385425	17	125
-1.97143084780323	0.984771612385425	17	126
-1.97143084780323	0.984771612385425	17	127
-1.97143084780323	0.984771612385425	17	128
-1.97143084780323	0.984771612385425	17	129
-1.97143084780323	0.984771612385425	17	130
-1.97143084780323	0.984771612385425	17	131
-1.97143084780323	0.984771612385425	17	132
-1.97143084780323	0.984771612385425	17	133
-1.97143084780323	0.984771612385425	17	134
-1.97143084780323	0.984771612385425	17	135
-1.97143084780323	0.984771612385425	17	136
-1.97143084780323	0.984771612385425	18	137
-1.97143084780323	0.984771612385425	18	138
-1.97143084780323	0.984771612385425	18	139
-1.97143084780323	0.984771612385425	18	140
-1.97143084780323	0.984771612385425	18	141
-1.97143084780323	0.984771612385425	18	142
-1.97143084780323	0.984771612385425	18	143
-1.97143084780323	0.984771612385425	18	144
-1.97143084780323	0.984771612385425	18	145
-1.97143084780323	0.984771612385425	18	146
-1.97143084780323	0.984771612385425	18	147
-1.97143084780323	0.984771612385425	18	148
-1.97143084780323	0.984771612385425	18	149
-1.97143084780323	0.984771612385425	18	150
-1.97143084780323	0.984771612385425	18	151
-1.97143084780323	0.984771612385425	18	152
-1.97143084780323	0.984771612385425	18	153
-1.97143084780323	0.984771612385425	19	154
-1.97143084780323	0.984771612385425	19	155
-1.97143084780323	0.984771612385425	19	156
-1.97143084780323	0.984771612385425	19	157
-1.97143084780323	0.984771612385425	19	158
-1.97143084780323	0.984771612385425	19	159
-1.97143084780323	0.984771612385425	19	160
-1.97143084780323	0.984771612385425	19	161
-1.97143084780323	0.984771612385425	19	162
-1.97143084780323	0.984771612385425	19	163
-1.97143084780323	0.984771612385425	19	164
