group	x	xend	y	yend
1	0.3503515	180.5803025	0.0529747212136439	0.0529747212136439
2	0.3503515	15.6300485	0.343177895972465	0.343177895972465
3	15.6300485	180.5803025	0.0244576462373435	0.0244576462373435
4	0.3503515	15.6300485	0.343177895972465	0.343177895972465
5	15.6300485	57.5197815	0.0724778382998963	0.0724778382998963
6	57.5197815	180.5803025	0.0122786120185802	0.0122786120185802
7	0.3503515	1.9821035	0.185203634941539	0.185203634941539
8	1.9821035	15.6300485	0.377029523336235	0.377029523336235
9	15.6300485	57.5197815	0.0724778382998963	0.0724778382998963
10	57.5197815	180.5803025	0.0122786120185802	0.0122786120185802
11	0.3503515	1.9821035	0.185203634941539	0.185203634941539
12	1.9821035	15.6300485	0.377029523336235	0.377029523336235
13	15.6300485	56.6014705	0.0648366487482188	0.0648366487482188
14	56.6014705	57.5197815	0.332278283056929	0.332278283056929
15	57.5197815	180.5803025	0.0122786120185802	0.0122786120185802
16	0.3503515	1.9821035	0.185203634941539	0.185203634941539
17	1.9821035	15.6300485	0.377029523336235	0.377029523336235
18	15.6300485	56.6014705	0.0648366487482188	0.0648366487482188
19	56.6014705	57.5197815	0.332278283056929	0.332278283056929
20	57.5197815	176.6456965	0.0149039042266298	0.0149039042266298
21	176.6456965	180.5803025	-0.0756686769510834	-0.0756686769510834
22	0.3503515	1.9821035	0.185203634941539	0.185203634941539
23	1.9821035	15.6300485	0.377029523336235	0.377029523336235
24	15.6300485	56.6014705	0.0648366487482188	0.0648366487482188
25	56.6014705	57.5197815	0.332278283056929	0.332278283056929
26	57.5197815	151.2319735	0.00992147646247629	0.00992147646247629
27	151.2319735	167.7006205	0.067476563056187	0.067476563056187
28	167.7006205	180.5803025	-0.0263647327236764	-0.0263647327236764
29	0.3503515	1.9821035	0.185203634941539	0.185203634941539
30	1.9821035	15.6300485	0.377029523336235	0.377029523336235
31	15.6300485	56.6014705	0.0648366487482188	0.0648366487482188
32	56.6014705	57.5197815	0.332278283056929	0.332278283056929
33	57.5197815	137.8255545	0.0188774532794622	0.0188774532794622
34	137.8255545	141.0514305	-0.107554961914933	-0.107554961914933
35	141.0514305	167.7006205	0.0356237448427981	0.0356237448427981
36	167.7006205	180.5803025	-0.0263647327236764	-0.0263647327236764
37	0.3503515	1.9821035	0.185203634941539	0.185203634941539
38	1.9821035	15.6300485	0.377029523336235	0.377029523336235
39	15.6300485	56.6014705	0.0648366487482188	0.0648366487482188
40	56.6014705	57.5197815	0.332278283056929	0.332278283056929
41	57.5197815	137.8255545	0.0188774532794622	0.0188774532794622
42	137.8255545	140.8125995	-0.121593914267005	-0.121593914267005
43	140.8125995	151.2319735	-0.00365880559326777	-0.00365880559326777
44	151.2319735	167.7006205	0.067476563056187	0.067476563056187
45	167.7006205	180.5803025	-0.0263647327236764	-0.0263647327236764
46	0.3503515	1.9821035	0.185203634941539	0.185203634941539
47	1.9821035	15.6300485	0.377029523336235	0.377029523336235
48	15.6300485	56.6014705	0.0648366487482188	0.0648366487482188
49	56.6014705	57.5197815	0.332278283056929	0.332278283056929
50	57.5197815	137.8255545	0.0188774532794622	0.0188774532794622
51	137.8255545	141.0514305	-0.107554961914933	-0.107554961914933
52	141.0514305	149.4276865	0.0371463039093054	0.0371463039093054
53	149.4276865	151.2319735	-0.0434731668942976	-0.0434731668942976
54	151.2319735	167.7006205	0.067476563056187	0.067476563056187
55	167.7006205	180.5803025	-0.0263647327236764	-0.0263647327236764
56	0.3503515	1.9821035	0.185203634941539	0.185203634941539
57	1.9821035	15.6300485	0.377029523336235	0.377029523336235
58	15.6300485	56.6014705	0.0648366487482188	0.0648366487482188
59	56.6014705	57.5197815	0.332278283056929	0.332278283056929
60	57.5197815	121.8151805	0.0176644925706663	0.0176644925706663
61	121.8151805	122.3948095	-0.215914857265243	-0.215914857265243
62	122.3948095	137.8255545	0.0373265566098411	0.0373265566098411
63	137.8255545	140.8125995	-0.121593914267005	-0.121593914267005
64	140.8125995	151.2319735	-0.00365880559326777	-0.00365880559326777
65	151.2319735	167.7006205	0.067476563056187	0.067476563056187
66	167.7006205	180.5803025	-0.0263647327236764	-0.0263647327236764
67	0.3503515	1.9821035	0.185203634941539	0.185203634941539
68	1.9821035	15.6300485	0.377029523336235	0.377029523336235
69	15.6300485	56.6014705	0.0648366487482188	0.0648366487482188
70	56.6014705	57.5197815	0.332278283056929	0.332278283056929
71	57.5197815	121.8151805	0.0176644925706663	0.0176644925706663
72	121.8151805	122.3948095	-0.215914857265243	-0.215914857265243
73	122.3948095	137.8255545	0.0373265566098411	0.0373265566098411
74	137.8255545	141.0514305	-0.107554961914933	-0.107554961914933
75	141.0514305	149.4276865	0.0371463039093054	0.0371463039093054
