group	x	xend	y	yend
1	0.2164845	138.2340095	-0.277376470588235	-0.277376470588235
2	0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
3	2.7791455	138.2340095	-0.274766871165644	-0.274766871165644
4	0.2164845	42.2474885	-0.267122807017544	-0.267122807017544
5	42.2474885	66.7932835	-0.392454545454545	-0.392454545454545
6	66.7932835	138.2340095	-0.270696078431373	-0.270696078431373
7	0.2164845	42.2474885	-0.267122807017544	-0.267122807017544
8	42.2474885	66.3251155	-0.361333333333333	-0.361333333333333
9	66.3251155	66.7932835	-0.5325	-0.5325
10	66.7932835	138.2340095	-0.270696078431373	-0.270696078431373
11	0.2164845	42.2474885	-0.267122807017544	-0.267122807017544
12	42.2474885	65.2327755	-0.4374	-0.4374
13	65.2327755	65.8962095	-0.1655	-0.1655
14	65.8962095	66.7932835	-0.44975	-0.44975
15	66.7932835	138.2340095	-0.270696078431373	-0.270696078431373
16	0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
17	2.7791455	42.2474885	-0.25718	-0.25718
18	42.2474885	65.2327755	-0.4374	-0.4374
19	65.2327755	65.8962095	-0.1655	-0.1655
20	65.8962095	66.7932835	-0.44975	-0.44975
21	66.7932835	138.2340095	-0.270696078431373	-0.270696078431373
22	0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
23	2.7791455	42.2474885	-0.25718	-0.25718
24	42.2474885	65.2327755	-0.4374	-0.4374
25	65.2327755	65.8962095	-0.1655	-0.1655
26	65.8962095	66.7932835	-0.44975	-0.44975
27	66.7932835	105.5272305	-0.250921568627451	-0.250921568627451
28	105.5272305	138.2340095	-0.290470588235294	-0.290470588235294
29	0.2164845	33.2549545	-0.273354166666667	-0.273354166666667
30	33.2549545	34.4591305	-0.076	-0.076
31	34.4591305	42.2474885	-0.279	-0.279
32	42.2474885	65.2327755	-0.4374	-0.4374
33	65.2327755	65.8962095	-0.1655	-0.1655
34	65.8962095	66.7932835	-0.44975	-0.44975
35	66.7932835	105.5272305	-0.250921568627451	-0.250921568627451
36	105.5272305	138.2340095	-0.290470588235294	-0.290470588235294
37	0.2164845	33.2549545	-0.273354166666667	-0.273354166666667
38	33.2549545	34.4591305	-0.076	-0.076
39	34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
40	39.2336175	42.2474885	-0.098	-0.098
41	42.2474885	65.2327755	-0.4374	-0.4374
42	65.2327755	65.8962095	-0.1655	-0.1655
43	65.8962095	66.7932835	-0.44975	-0.44975
44	66.7932835	105.5272305	-0.250921568627451	-0.250921568627451
45	105.5272305	138.2340095	-0.290470588235294	-0.290470588235294
46	0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
47	2.7791455	33.2549545	-0.262292682926829	-0.262292682926829
48	33.2549545	34.4591305	-0.076	-0.076
49	34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
50	39.2336175	42.2474885	-0.098	-0.098
51	42.2474885	65.2327755	-0.4374	-0.4374
52	65.2327755	65.8962095	-0.1655	-0.1655
53	65.8962095	66.7932835	-0.44975	-0.44975
54	66.7932835	105.5272305	-0.250921568627451	-0.250921568627451
55	105.5272305	138.2340095	-0.290470588235294	-0.290470588235294
56	0.2164845	33.2549545	-0.273354166666667	-0.273354166666667
57	33.2549545	34.4591305	-0.076	-0.076
58	34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
59	39.2336175	42.2474885	-0.098	-0.098
60	42.2474885	65.2327755	-0.4374	-0.4374
61	65.2327755	65.8962095	-0.1655	-0.1655
62	65.8962095	66.7932835	-0.44975	-0.44975
63	66.7932835	125.8008965	-0.265544303797468	-0.265544303797468
64	125.8008965	127.2988755	-0.496	-0.496
65	127.2988755	130.6852725	-0.2115	-0.2115
66	130.6852725	138.2340095	-0.3175	-0.3175
67	0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
68	2.7791455	33.2549545	-0.262292682926829	-0.262292682926829
69	33.2549545	34.4591305	-0.076	-0.076
70	34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
71	39.2336175	42.2474885	-0.098	-0.098
72	42.2474885	65.2327755	-0.4374	-0.4374
73	65.2327755	65.8962095	-0.1655	-0.1655
74	65.8962095	66.7932835	-0.44975	-0.44975
75	66.7932835	125.8008965	-0.265544303797468	-0.265544303797468
76	125.8008965	127.2988755	-0.496	-0.496
77	127.2988755	130.6852725	-0.2115	-0.2115
78	130.6852725	138.2340095	-0.3175	-0.3175
79	0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
80	2.7791455	33.2549545	-0.262292682926829	-0.262292682926829
81	33.2549545	34.4591305	-0.076	-0.076
82	34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
83	39.2336175	42.2474885	-0.098	-0.098
84	42.2474885	65.2327755	-0.4374	-0.4374
85	65.2327755	65.8962095	-0.1655	-0.1655
86	65.8962095	66.7932835	-0.44975	-0.44975
87	66.7932835	105.5272305	-0.250921568627451	-0.250921568627451
88	105.5272305	125.8008965	-0.292178571428571	-0.292178571428571
89	125.8008965	127.2988755	-0.496	-0.496
90	127.2988755	130.6852725	-0.2115	-0.2115
91	130.6852725	138.2340095	-0.3175	-0.3175
92	0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
93	2.7791455	22.8102895	-0.258730769230769	-0.258730769230769
94	22.8102895	24.2058575	-0.4265	-0.4265
95	24.2058575	33.2549545	-0.244153846153846	-0.244153846153846
96	33.2549545	34.4591305	-0.076	-0.076
97	34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
98	39.2336175	42.2474885	-0.098	-0.098
99	42.2474885	65.2327755	-0.4374	-0.4374
100	65.2327755	65.8962095	-0.1655	-0.1655
101	65.8962095	66.7932835	-0.44975	-0.44975
102	66.7932835	125.8008965	-0.265544303797468	-0.265544303797468
103	125.8008965	127.2988755	-0.496	-0.496
104	127.2988755	130.6852725	-0.2115	-0.2115
105	130.6852725	138.2340095	-0.3175	-0.3175
106	0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
107	2.7791455	22.8102895	-0.258730769230769	-0.258730769230769
108	22.8102895	24.2058575	-0.4265	-0.4265
109	24.2058575	33.2549545	-0.244153846153846	-0.244153846153846
110	33.2549545	34.4591305	-0.076	-0.076
111	34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
112	39.2336175	42.2474885	-0.098	-0.098
113	42.2474885	65.2327755	-0.4374	-0.4374
114	65.2327755	65.8962095	-0.1655	-0.1655
115	65.8962095	66.7932835	-0.44975	-0.44975
116	66.7932835	105.5272305	-0.250921568627451	-0.250921568627451
117	105.5272305	125.8008965	-0.292178571428571	-0.292178571428571
118	125.8008965	127.2988755	-0.496	-0.496
119	127.2988755	130.6852725	-0.2115	-0.2115
120	130.6852725	138.2340095	-0.3175	-0.3175
121	0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
122	2.7791455	33.2549545	-0.262292682926829	-0.262292682926829
123	33.2549545	34.4591305	-0.076	-0.076
124	34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
125	39.2336175	42.2474885	-0.098	-0.098
126	42.2474885	65.2327755	-0.4374	-0.4374
127	65.2327755	65.8962095	-0.1655	-0.1655
128	65.8962095	66.7932835	-0.44975	-0.44975
129	66.7932835	89.0318915	-0.258322580645161	-0.258322580645161
130	89.0318915	90.3878815	-0.448	-0.448
131	90.3878815	91.1396925	-0.041	-0.041
132	91.1396925	105.5272305	-0.238888888888889	-0.238888888888889
133	105.5272305	125.8008965	-0.292178571428571	-0.292178571428571
134	125.8008965	127.2988755	-0.496	-0.496
135	127.2988755	130.6852725	-0.2115	-0.2115
136	130.6852725	138.2340095	-0.3175	-0.3175
137	0.2164845	2.7791455	-0.338142857142857	-0.338142857142857
138	2.7791455	22.8102895	-0.258730769230769	-0.258730769230769
139	22.8102895	24.2058575	-0.4265	-0.4265
140	24.2058575	33.2549545	-0.244153846153846	-0.244153846153846
141	33.2549545	34.4591305	-0.076	-0.076
142	34.4591305	39.2336175	-0.309166666666667	-0.309166666666667
143	39.2336175	42.2474885	-0.098	-0.098
144	42.2474885	65.2327755	-0.4374	-0.4374
145	65.2327755	65.8962095	-0.1655	-0.1655
