group	x	xend	y	yend
1	0.1498505	146.0583295	-0.492284483622653	-0.492284483622653
2	0.1498505	139.1335145	-0.472578292510184	-0.472578292510184
3	139.1335145	146.0583295	-0.922536322911552	-0.922536322911552
4	0.1498505	44.9767385	-0.544028839676295	-0.544028839676295
5	44.9767385	47.4257565	-1.97143084780323	-1.97143084780323
6	47.4257565	146.0583295	-0.440170561780247	-0.440170561780247
7	0.1498505	44.9767385	-0.544028839676295	-0.544028839676295
8	44.9767385	47.4257565	-1.97143084780323	-1.97143084780323
9	47.4257565	139.1335145	-0.402089054322512	-0.402089054322512
10	139.1335145	146.0583295	-0.922536322911552	-0.922536322911552
11	0.1498505	37.3378335	-0.476010824630725	-0.476010824630725
12	37.3378335	44.9767385	-0.692068048893125	-0.692068048893125
13	44.9767385	47.4257565	-1.97143084780323	-1.97143084780323
14	47.4257565	139.1335145	-0.402089054322512	-0.402089054322512
15	139.1335145	146.0583295	-0.922536322911552	-0.922536322911552
16	0.1498505	23.9470165	-0.586930786735124	-0.586930786735124
17	23.9470165	37.3378335	-0.313328213544272	-0.313328213544272
18	37.3378335	44.9767385	-0.692068048893125	-0.692068048893125
19	44.9767385	47.4257565	-1.97143084780323	-1.97143084780323
20	47.4257565	139.1335145	-0.402089054322512	-0.402089054322512
21	139.1335145	146.0583295	-0.922536322911552	-0.922536322911552
22	0.1498505	23.9470165	-0.586930786735124	-0.586930786735124
23	23.9470165	37.3378335	-0.313328213544272	-0.313328213544272
24	37.3378335	39.0803165	-0.867921790785936	-0.867921790785936
25	39.0803165	44.9767385	-0.596147826042501	-0.596147826042501
26	44.9767385	47.4257565	-1.97143084780323	-1.97143084780323
27	47.4257565	139.1335145	-0.402089054322512	-0.402089054322512
28	139.1335145	146.0583295	-0.922536322911552	-0.922536322911552
29	0.1498505	2.4423015	-0.901406989923263	-0.901406989923263
30	2.4423015	25.5803905	-0.550089793187204	-0.550089793187204
31	25.5803905	37.3378335	-0.304121491039929	-0.304121491039929
32	37.3378335	39.0803165	-0.867921790785936	-0.867921790785936
33	39.0803165	44.9767385	-0.596147826042501	-0.596147826042501
34	44.9767385	47.4257565	-1.97143084780323	-1.97143084780323
35	47.4257565	139.1335145	-0.402089054322512	-0.402089054322512
36	139.1335145	146.0583295	-0.922536322911552	-0.922536322911552
37	0.1498505	0.9476345	-0.588573754273535	-0.588573754273535
38	0.9476345	2.4423015	-1.21424022557299	-1.21424022557299
39	2.4423015	25.5803905	-0.550089793187204	-0.550089793187204
40	25.5803905	37.3378335	-0.304121491039929	-0.304121491039929
41	37.3378335	39.0803165	-0.867921790785936	-0.867921790785936
42	39.0803165	44.9767385	-0.596147826042501	-0.596147826042501
43	44.9767385	47.4257565	-1.97143084780323	-1.97143084780323
44	47.4257565	139.1335145	-0.402089054322512	-0.402089054322512
45	139.1335145	146.0583295	-0.922536322911552	-0.922536322911552
46	0.1498505	2.4423015	-0.901406989923263	-0.901406989923263
47	2.4423015	25.5803905	-0.550089793187204	-0.550089793187204
48	25.5803905	37.3378335	-0.304121491039929	-0.304121491039929
49	37.3378335	39.0803165	-0.867921790785936	-0.867921790785936
50	39.0803165	44.9767385	-0.596147826042501	-0.596147826042501
51	44.9767385	47.4257565	-1.97143084780323	-1.97143084780323
52	47.4257565	128.6921785	-0.412351049451279	-0.412351049451279
53	128.6921785	131.6270055	-0.0797250040381041	-0.0797250040381041
54	131.6270055	139.1335145	-0.448678800526822	-0.448678800526822
55	139.1335145	146.0583295	-0.922536322911552	-0.922536322911552
56	0.1498505	0.9476345	-0.588573754273535	-0.588573754273535
57	0.9476345	2.4423015	-1.21424022557299	-1.21424022557299
58	2.4423015	25.5803905	-0.550089793187204	-0.550089793187204
59	25.5803905	37.3378335	-0.304121491039929	-0.304121491039929
60	37.3378335	39.0803165	-0.867921790785936	-0.867921790785936
61	39.0803165	44.9767385	-0.596147826042501	-0.596147826042501
62	44.9767385	47.4257565	-1.97143084780323	-1.97143084780323
63	47.4257565	128.6921785	-0.412351049451279	-0.412351049451279
64	128.6921785	131.6270055	-0.0797250040381041	-0.0797250040381041
65	131.6270055	139.1335145	-0.448678800526822	-0.448678800526822
66	139.1335145	146.0583295	-0.922536322911552	-0.922536322911552
67	0.1498505	0.9476345	-0.588573754273535	-0.588573754273535
68	0.9476345	2.4423015	-1.21424022557299	-1.21424022557299
69	2.4423015	21.8176245	-0.522794066754914	-0.522794066754914
70	21.8176245	23.9470165	-0.740721397830893	-0.740721397830893
71	23.9470165	37.3378335	-0.313328213544272	-0.313328213544272
72	37.3378335	39.0803165	-0.867921790785936	-0.867921790785936
73	39.0803165	44.9767385	-0.596147826042501	-0.596147826042501
74	44.9767385	47.4257565	-1.97143084780323	-1.97143084780323
75	47.4257565	128.6921785	-0.412351049451279	-0.412351049451279
76	128.6921785	131.6270055	-0.0797250040381041	-0.0797250040381041
77	131.6270055	139.1335145	-0.448678800526822	-0.448678800526822
78	139.1335145	146.0583295	-0.922536322911552	-0.922536322911552
79	0.1498505	0.9476345	-0.588573754273535	-0.588573754273535
80	0.9476345	2.4423015	-1.21424022557299	-1.21424022557299
81	2.4423015	21.8176245	-0.522794066754914	-0.522794066754914
82	21.8176245	23.9470165	-0.740721397830893	-0.740721397830893
83	23.9470165	37.3378335	-0.313328213544272	-0.313328213544272
84	37.3378335	39.0803165	-0.867921790785936	-0.867921790785936
85	39.0803165	44.9767385	-0.596147826042501	-0.596147826042501
86	44.9767385	47.4257565	-1.97143084780323	-1.97143084780323
87	47.4257565	128.6921785	-0.412351049451279	-0.412351049451279
88	128.6921785	131.6270055	-0.0797250040381041	-0.0797250040381041
89	131.6270055	139.1335145	-0.448678800526822	-0.448678800526822
90	139.1335145	144.6543435	-1.00235144681787	-1.00235144681787
91	144.6543435	146.0583295	-0.76290607509892	-0.76290607509892
92	0.1498505	0.9476345	-0.588573754273535	-0.588573754273535
93	0.9476345	2.4423015	-1.21424022557299	-1.21424022557299
94	2.4423015	21.8176245	-0.522794066754914	-0.522794066754914
95	21.8176245	23.9470165	-0.740721397830893	-0.740721397830893
96	23.9470165	37.3378335	-0.313328213544272	-0.313328213544272
97	37.3378335	39.0803165	-0.867921790785936	-0.867921790785936
98	39.0803165	44.9767385	-0.596147826042501	-0.596147826042501
99	44.9767385	47.4257565	-1.97143084780323	-1.97143084780323
100	47.4257565	112.9072335	-0.405392707409971	-0.405392707409971
101	112.9072335	115.1839055	-0.0424567992428948	-0.0424567992428948
102	115.1839055	128.6921785	-0.469173078558796	-0.469173078558796
103	128.6921785	131.6270055	-0.0797250040381041	-0.0797250040381041
104	131.6270055	139.1335145	-0.448678800526822	-0.448678800526822
105	139.1335145	146.0583295	-0.922536322911552	-0.922536322911552
106	0.1498505	0.9476345	-0.588573754273535	-0.588573754273535
107	0.9476345	2.4423015	-1.21424022557299	-1.21424022557299
108	2.4423015	21.8176245	-0.522794066754914	-0.522794066754914
109	21.8176245	23.9470165	-0.740721397830893	-0.740721397830893
110	23.9470165	37.3378335	-0.313328213544272	-0.313328213544272
111	37.3378335	39.0803165	-0.867921790785936	-0.867921790785936
112	39.0803165	44.9767385	-0.596147826042501	-0.596147826042501
113	44.9767385	47.4257565	-1.97143084780323	-1.97143084780323
114	47.4257565	112.9072335	-0.405392707409971	-0.405392707409971
115	112.9072335	115.1839055	-0.0424567992428948	-0.0424567992428948
116	115.1839055	128.6921785	-0.469173078558796	-0.469173078558796
117	128.6921785	131.6270055	-0.0797250040381041	-0.0797250040381041
118	131.6270055	139.1335145	-0.448678800526822	-0.448678800526822
119	139.1335145	144.6543435	-1.00235144681787	-1.00235144681787
120	144.6543435	146.0583295	-0.76290607509892	-0.76290607509892
121	0.1498505	0.9476345	-0.588573754273535	-0.588573754273535
122	0.9476345	2.4423015	-1.21424022557299	-1.21424022557299
123	2.4423015	21.8176245	-0.522794066754914	-0.522794066754914
124	21.8176245	23.9470165	-0.740721397830893	-0.740721397830893
125	23.9470165	32.6284035	-0.344645967416011	-0.344645967416011
126	32.6284035	32.9851025	0.0758748669751276	0.0758748669751276
127	32.9851025	37.3378335	-0.332334598994775	-0.332334598994775
128	37.3378335	39.0803165	-0.867921790785936	-0.867921790785936
129	39.0803165	44.9767385	-0.596147826042501	-0.596147826042501
130	44.9767385	47.4257565	-1.97143084780323	-1.97143084780323
131	47.4257565	112.9072335	-0.405392707409971	-0.405392707409971
132	112.9072335	115.1839055	-0.0424567992428948	-0.0424567992428948
133	115.1839055	128.6921785	-0.469173078558796	-0.469173078558796
134	128.6921785	131.6270055	-0.0797250040381041	-0.0797250040381041
135	131.6270055	139.1335145	-0.448678800526822	-0.448678800526822
136	139.1335145	146.0583295	-0.922536322911552	-0.922536322911552
137	0.1498505	0.9476345	-0.588573754273535	-0.588573754273535
138	0.9476345	2.4423015	-1.21424022557299	-1.21424022557299
139	2.4423015	21.8176245	-0.522794066754914	-0.522794066754914
140	21.8176245	23.9470165	-0.740721397830893	-0.740721397830893
141	23.9470165	32.6284035	-0.344645967416011	-0.344645967416011
142	32.6284035	32.9851025	0.0758748669751276	0.0758748669751276
143	32.9851025	37.3378335	-0.332334598994775	-0.332334598994775
144	37.3378335	39.0803165	-0.867921790785936	-0.867921790785936
